instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,log_holiday,sqrt_holiday,boxcox_holiday,log_casual,sqrt_casual,boxcox_casual
318,2011-11-14,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,0.0,0.0,0.0,6.39024066706535,24.392621835300936,20.064785983658982
319,2011-11-15,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,0.0,0.0,0.0,6.1092475827643655,21.18962010041709,18.127687995061
320,2011-11-16,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,0.0,0.0,0.0,4.983606621708336,12.041594578792296,11.853406052900093
321,2011-11-17,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,0.0,0.0,0.0,4.941642422609304,11.789826122551595,11.659070727974926
322,2011-11-18,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,0.0,0.0,0.0,5.5053315359323625,15.652475842498529,14.492086526656262
323,2011-11-19,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,0.0,0.0,0.0,6.8501261661455,30.708305065568176,23.62129483465686
324,2011-11-20,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,0.0,0.0,0.0,6.669498089857879,28.053520278211074,22.163890514465006
325,2011-11-21,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,0.0,0.0,0.0,5.3981627015177525,14.832396974191326,13.914831974781988
326,2011-11-22,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,0.0,0.0,0.0,4.248495242049359,8.306623862918075,8.788147325843
327,2011-11-23,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,0.0,0.0,0.0,4.727387818712341,10.583005244258363,10.70518794468296
328,2011-11-24,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,0.6931471805599453,1.0,0.019912573119965735,6.329720905522696,23.664319132398465,19.633256995483826
329,2011-11-25,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,0.0,0.0,0.0,6.999422467507961,33.090784215548595,24.888810906086178
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,0.0,0.0,0.0,7.1308988302963465,35.34119409414458,26.054477689364557
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,0.0,0.0,0.0,6.698268054115413,28.460498941515414,22.390612877428087
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,0.0,0.0,0.0,5.537334267018537,15.905973720586866,14.668203756664719
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,0.0,0.0,0.0,4.574710978503383,9.797958971132712,10.062959504676176
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,0.0,0.0,0.0,5.241747015059643,13.711309200802088,13.105878769445418
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,0.0,0.0,0.0,5.209486152841421,13.490737563232042,12.943837957685233
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,0.0,0.0,0.0,5.594711379601839,16.3707055437449,14.988352619924537
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,0.0,0.0,0.0,6.561030665896573,26.570660511172846,21.326999389266543
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,0.0,0.0,0.0,6.453624998892692,25.179356624028344,20.525472324008604
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,0.0,0.0,0.0,5.455321115357702,15.264337522473747,14.22033163138532
340,2011-12-06,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,0.0,0.0,0.0,4.844187086458591,11.224972160321824,11.217356735600202
341,2011-12-07,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705,0.0,0.0,0.0,3.9318256327243257,7.0710678118654755,7.667626711063574
342,2011-12-08,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,0.0,0.0,0.0,5.017279836814924,12.24744871391589,12.011177783123125
343,2011-12-09,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,0.0,0.0,0.0,5.568344503761097,16.15549442140351,14.840527829958457
344,2011-12-10,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,0.0,0.0,0.0,6.220590170099739,22.40535650240808,18.875210383845804
345,2011-12-11,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,0.0,0.0,0.0,5.934894195619588,19.4164878389476,17.00757145573026
346,2011-12-12,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,0.0,0.0,0.0,4.969813299576001,11.958260743101398,11.789251371465612
347,2011-12-13,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,0.0,0.0,0.0,5.049856007249537,12.449899597988733,12.165378978938257
348,2011-12-14,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,0.0,0.0,0.0,5.187385805840755,13.341664064126334,12.83375992378032
349,2011-12-15,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,0.0,0.0,0.0,5.204006687076795,13.45362404707371,12.91647558634503
350,2011-12-16,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,0.0,0.0,0.0,5.187385805840755,13.341664064126334,12.83375992378032
351,2011-12-17,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,0.0,0.0,0.0,5.62040086571715,16.583123951777,15.133542145173932
352,2011-12-18,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,0.0,0.0,0.0,5.3981627015177525,14.832396974191326,13.914831974781988
353,2011-12-19,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,0.0,0.0,0.0,5.564520407322694,16.1245154965971,14.819187978116052
354,2011-12-20,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,0.0,0.0,0.0,5.37989735354046,14.696938456699069,13.818339176827342
355,2011-12-21,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,0.0,0.0,0.0,4.68213122712422,10.344080432788601,10.511650052767544
356,2011-12-22,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,0.0,0.0,0.0,5.429345628954441,15.066519173319364,14.080829398792035
357,2011-12-23,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,0.0,0.0,0.0,5.099866427824199,12.767145334803704,12.405146111431595
358,2011-12-24,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,0.0,0.0,0.0,5.049856007249537,12.449899597988733,12.165378978938257
359,2011-12-25,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,0.0,0.0,0.0,5.717027701406222,17.406895185529212,15.690081850948303
360,2011-12-26,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,0.6931471805599453,1.0,0.019912573119965735,6.066108090103747,20.73644135332772,17.84490135508002
361,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,0.0,0.0,0.0,4.6443908991413725,10.14889156509222,10.352310977364377
362,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,0.0,0.0,0.0,5.545177444479562,15.968719422671311,14.711632531916809
363,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,0.0,0.0,0.0,5.541263545158426,15.937377450509228,14.689947571157804
364,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,0.0,0.0,0.0,6.198478716492308,22.15851980616034,18.72470771005839
365,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,0.0,0.0,0.0,6.501289670540389,25.787593916455254,20.87789584111766
366,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,0.0,0.0,0.0,6.532334292222349,26.19160170741759,21.110239748690578
367,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,0.6931471805599453,1.0,0.019912573119965735,5.501258210544727,15.620499351813308,14.469794856504372
368,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,0.0,0.0,0.0,4.499809670330265,9.433981132056603,9.75879261578036
369,2012-01-04,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,0.0,0.0,0.0,4.564348191467836,9.746794344808963,10.020456650304759
370,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,0.0,0.0,0.0,4.948759890378168,11.832159566199232,11.691854449869835
371,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,0.0,0.0,0.0,5.730099782973574,17.52141546793523,15.766656434802613
372,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,0.0,0.0,0.0,6.976348070447749,32.71085446759225,24.68907197488354
373,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,0.0,0.0,0.0,6.396929655216146,24.474476501040833,20.112977936589324
374,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,0.0,0.0,0.0,4.672828834461906,10.295630140987,10.472202845195262
375,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,0.0,0.0,0.0,5.159055299214529,13.152946437965905,12.693745060027267
376,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,0.0,0.0,0.0,4.532599493153256,9.591663046625438,9.89108335031261
377,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,0.0,0.0,0.0,5.598421958998375,16.401219466856727,15.009252625082123
378,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,0.0,0.0,0.0,5.1647859739235145,13.19090595827292,12.721968405825985
379,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,0.0,0.0,0.0,5.811140992976701,18.24828759089466,16.24834781585232
380,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,0.0,0.0,0.0,5.652489180268651,16.852299546352718,15.316521660428881
381,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,0.6931471805599453,1.0,0.019912573119965735,5.384495062789089,14.730919862656235,13.84257686801978
382,2012-01-17,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,0.0,0.0,0.0,4.852030263919617,11.269427669584644,11.252415866748864
383,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,0.0,0.0,0.0,4.700480365792417,10.44030650891055,10.589793443914278
384,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,0.0,0.0,0.0,4.875197323201151,11.40175425099138,11.35647031296009
385,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,0.0,0.0,0.0,4.7535901911063645,10.723805294763608,10.818484070743786
386,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,0.0,0.0,0.0,4.219507705176107,8.18535277187245,8.680958999428853
387,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,0.0,0.0,0.0,5.2832037287379885,14.0,13.316493428819394
388,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,0.0,0.0,0.0,4.983606621708336,12.041594578792296,11.853406052900093
389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,0.0,0.0,0.0,6.0867747269123065,20.952326839756964,17.97990452619382
390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,0.0,0.0,0.0,6.148468295917647,21.61018278497431,18.388076941305666
391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,0.0,0.0,0.0,5.501258210544727,15.620499351813308,14.469794856504372
392,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,0.0,0.0,0.0,5.598421958998375,16.401219466856727,15.009252625082123
393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,0.0,0.0,0.0,6.654152520183219,27.83882181415011,22.04378076106808
394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,0.0,0.0,0.0,6.326149473155099,23.62202362203543,19.60804249273644
395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,0.0,0.0,0.0,4.844187086458591,11.224972160321824,11.217356735600202
396,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,0.0,0.0,0.0,5.783825182329737,18.0,16.0846396754407
397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,0.0,0.0,0.0,5.720311776607412,17.435595774162696,15.709290474618465
398,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,0.0,0.0,0.0,5.25227342804663,13.784048752090222,13.159101470345883
399,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,0.0,0.0,0.0,5.739792912179234,17.60681686165901,15.82363750340531
400,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,0.0,0.0,0.0,5.953243334287785,19.595917942265423,17.12263391913013
401,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,0.0,0.0,0.0,5.765191102784844,17.832554500127006,15.973752414415529
402,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,0.0,0.0,0.0,5.332718793265369,14.352700094407323,13.571607059205556
403,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,0.0,0.0,0.0,5.298317366548036,14.106735979665885,13.393949281666156
404,2012-02-08,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,0.0,0.0,0.0,4.700480365792417,10.44030650891055,10.589793443914278
405,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,0.0,0.0,0.0,5.099866427824199,12.767145334803704,12.405146111431595
406,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,0.0,0.0,0.0,5.429345628954441,15.066519173319364,14.080829398792035
407,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,0.0,0.0,0.0,5.262690188904886,13.856406460551018,13.21194037651819
408,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,0.0,0.0,0.0,4.30406509320417,8.54400374531753,8.996332794048532
409,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,0.0,0.0,0.0,4.553876891600541,9.695359714832659,9.977646690771948
410,2012-02-14,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,0.0,0.0,0.0,4.912654885736052,11.61895003862225,11.52629340050071
411,2012-02-15,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,0.0,0.0,0.0,4.955827057601261,11.874342087037917,11.72447786735789
412,2012-02-16,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,0.0,0.0,0.0,4.31748811353631,8.602325267042627,9.047158526080198
413,2012-02-17,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,0.0,0.0,0.0,5.857933154483459,18.681541692269406,16.532010414930966
414,2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,0.0,0.0,0.0,7.269616749608169,37.881393849751625,27.336761502033717
415,2012-02-19,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,0.0,0.0,0.0,6.428105272684596,24.859605789312106,20.33890605181443
416,2012-02-20,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,0.6931471805599453,1.0,0.019912573119965735,6.220590170099739,22.40535650240808,18.875210383845804
417,2012-02-21,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,0.0,0.0,0.0,5.099866427824199,12.767145334803704,12.405146111431595
418,2012-02-22,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,0.0,0.0,0.0,5.978885764901122,19.849433241279208,17.28452695547853
419,2012-02-23,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,0.0,0.0,0.0,6.248042874508429,22.715633383201094,19.063504477398343
420,2012-02-24,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,0.0,0.0,0.0,5.5093883366279774,15.684387141358123,14.51431565584589
421,2012-02-25,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,0.0,0.0,0.0,5.762051382780177,17.804493814764857,15.955131383685853
422,2012-02-26,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,0.0,0.0,0.0,6.246106765481563,22.693611435820433,19.050172596237587
423,2012-02-27,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,0.0,0.0,0.0,5.537334267018537,15.905973720586866,14.668203756664719
424,2012-02-28,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,0.0,0.0,0.0,5.438079308923196,15.132745950421556,14.127609087906121
425,2012-02-29,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,0.0,0.0,0.0,4.189654742026425,8.06225774829855,8.571569061636923
426,2012-03-01,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,0.0,0.0,0.0,5.786897381366708,18.027756377319946,16.102983009717722
427,2012-03-02,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,0.0,0.0,0.0,5.5093883366279774,15.684387141358123,14.51431565584589
428,2012-03-03,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,0.0,0.0,0.0,6.863803391452954,30.919249667480614,23.734996946356034
429,2012-03-04,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,0.0,0.0,0.0,6.566672429803241,26.645825188948457,21.369841212598317
430,2012-03-05,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,0.0,0.0,0.0,5.318119993844216,14.247806848775006,13.495984500769772
431,2012-03-06,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,0.0,0.0,0.0,5.402677381872279,14.866068747318506,13.93876630252585
432,2012-03-07,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,0.0,0.0,0.0,6.07073772800249,20.784609690826528,17.875069243437427
433,2012-03-08,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,0.0,0.0,0.0,6.18826412308259,22.045407685048602,18.655527912264397
434,2012-03-09,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,0.0,0.0,0.0,6.104793232414985,21.142374511865974,18.098314231393193
435,2012-03-10,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,0.0,0.0,0.0,6.876264611890766,31.11269837220809,23.83900910622965
436,2012-03-11,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,0.0,0.0,0.0,7.413970290190444,40.718546143004666,28.730774794607328
437,2012-03-12,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,0.0,0.0,0.0,6.732210706467206,28.948229652260256,22.660702191989714
438,2012-03-13,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,0.0,0.0,0.0,6.637258031284457,27.60434748368452,21.912204325424128
439,2012-03-14,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,0.0,0.0,0.0,6.905753276311464,31.575306807693888,24.086747536056926
440,2012-03-15,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,0.0,0.0,0.0,6.913737350659685,31.701734968294716,24.154211940747796
441,2012-03-16,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,0.0,0.0,0.0,6.3080984415095305,23.40939982143925,19.481025927820074
442,2012-03-17,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,0.0,0.0,0.0,8.057060681965766,56.16938667993447,35.755053603748244
443,2012-03-18,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,0.0,0.0,0.0,7.699842407396986,46.97871858618538,31.681786128574235
444,2012-03-19,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,0.0,0.0,0.0,6.890609120147166,31.336879231984796,23.95923751611256
445,2012-03-20,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,0.0,0.0,0.0,6.9584483932976555,32.41913015489465,24.535104449550925
446,2012-03-21,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,0.0,0.0,0.0,7.023758954738443,33.49626844888845,25.10102299641462
447,2012-03-22,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,0.0,0.0,0.0,7.19668657083435,36.52396473549935,26.6557615052947
448,2012-03-23,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,0.0,0.0,0.0,7.8119734296220225,49.68903299521938,32.91233510412484
449,2012-03-24,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,0.0,0.0,0.0,6.9411900550683745,32.14031735997639,24.38745736361679
450,2012-03-25,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,0.0,0.0,0.0,7.334981878871814,39.14077158156185,27.960294417053046
451,2012-03-26,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,0.0,0.0,0.0,6.679599185844383,28.19574435974337,22.243263038798233
452,2012-03-27,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,0.0,0.0,0.0,6.2766434893416445,23.043437243605826,19.261377435180876
453,2012-03-28,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,0.0,0.0,0.0,6.51471269087253,25.96150997149434,20.97808297703512
454,2012-03-29,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,0.0,0.0,0.0,6.727431724850855,28.879058156387302,22.622503279788084
455,2012-03-30,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,0.0,0.0,0.0,6.680854678790215,28.21347195933177,22.253145780972872
456,2012-03-31,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,0.0,0.0,0.0,7.741533589281828,47.968739820845826,32.134344229380424
457,2012-04-01,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,0.0,0.0,0.0,7.761319180947987,48.4458460551573,32.351164557515766
458,2012-04-02,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,0.0,0.0,0.0,7.097548850614793,34.75629439396553,25.754301966017145
459,2012-04-03,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,0.0,0.0,0.0,7.207118856207756,36.71511950137164,26.752237367381518
460,2012-04-04,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,0.0,0.0,0.0,6.9650803456014065,32.526911934581186,24.592051225486266
461,2012-04-05,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,0.0,0.0,0.0,7.084226422097916,34.52535300326414,25.63525138006095
462,2012-04-06,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,0.0,0.0,0.0,7.4999765409521215,42.50882261366456,29.59136447331797
463,2012-04-07,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,0.0,0.0,0.0,8.087332926473351,57.02630971753301,36.121342328226376
464,2012-04-08,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,0.0,0.0,0.0,7.7102051944325325,47.22287581247038,31.793730626151632
465,2012-04-09,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,0.0,0.0,0.0,6.80903930604298,30.083217912982647,23.282604238329938
466,2012-04-10,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,0.0,0.0,0.0,6.709304340258298,28.61817604250837,22.47812062568953
467,2012-04-11,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,0.0,0.0,0.0,6.180016653652572,21.95449840010015,18.599829779474284
468,2012-04-12,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,0.0,0.0,0.0,6.498282149476434,25.748786379167466,20.85550511761738
469,2012-04-13,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,0.0,0.0,0.0,7.133295954896068,35.38361202590826,26.07617301580187
470,2012-04-14,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,0.0,0.0,0.0,7.935945103353701,52.86775955154521,34.32336242634751
471,2012-04-15,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,0.0,0.0,0.0,7.954021087278037,53.34791467339656,34.5336510781263
472,2012-04-16,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,0.6931471805599453,1.0,0.019912573119965735,7.089243155027514,34.61213659975356,25.680023927804093
473,2012-04-17,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,0.0,0.0,0.0,6.897704943128636,31.448370387032774,24.01890832290021
474,2012-04-18,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,0.0,0.0,0.0,5.8522024797744745,18.627936010197157,16.497049327722134
475,2012-04-19,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,0.0,0.0,0.0,6.741700694652055,29.086079144497972,22.736724039414717
